id,label_id
train_afnzwcngaf,0
train_afpvjwpaop,0
train_afqgfasjer,1
train_afqlujsrjq,0
train_aftwbbtatd,0
train_afwctawaba,0
train_afzsykhznp,0
train_afzyjidurc,0
train_agdhdfybnb,0
train_agfnazjxvx,0
train_aggyihrmsp,0
train_agiryaozbs,0
train_agiuiyeayu,0
train_agkpivqpvw,0
train_aglcdzcava,0
train_aglkmoscbt,0
train_agmjriculk,0
train_agmxlxbvuy,0
train_agngpjzhyn,0
train_agowvaopsd,0
train_agqxfnjsgs,0
train_agsrmomteb,0
train_agtpekvhdv,0
train_agviultmcj,0
train_agwanfymum,0
train_agxeyespoc,0
train_agxsfshocd,0
train_agxsijcgps,0
train_agxxwfewjx,0
train_agylivlxus,0
train_agywlnuxwl,2
train_agzijeikxj,0
train_agznbndemw,0
train_agzxutorpp,0
train_ahcljgiwbm,0
train_ahcvvtlvne,0
train_ahdnkgclxe,0
train_aheszqdqdc,0
train_ahfvfxrvhb,0
train_ahicsckncz,0
train_ahiqrciwlf,0
train_ahiudgwvln,0
train_ahiuralytp,0
train_ahjsdxfprm,0
train_ahjzkmdkow,0
train_ahlrepuzxu,0
train_ahltxskcke,0
train_ahmpjbsygc,0
train_ahmuwlgokr,0
train_ahnbiybfwa,0
train_ahprojcion,0
train_ahqfcjaqno,0
train_ahsfcffrwh,0
train_ahspemzuep,0
train_ahuqzcsisk,0
train_ahvvqnubxd,0
train_ahwabqzynr,0
train_ahwequpufd,0
train_ahwzedjucm,0
train_ahxsynwlpb,0
train_ahywrzxhfb,0
train_ahzuxefvka,0
train_aibnhxltgc,0
train_aibniemecz,0
train_aicbrkuudh,0
train_aieaenmoge,0
train_aiiicodwmt,0
train_aijfatowhq,0
train_aijzkbmeql,0
train_ailbeclfvn,0
train_ailxotoftx,0
train_ainfpvjywo,0
train_ainkypvlrw,0
train_aioghiexvv,0
train_aipfehvnmu,0
train_airyataooh,0
train_aiuhbqluec,0
train_aiulbuaipg,0
train_aiuuolrfth,0
train_aivexynqoz,0
train_aiwppyslqe,0
train_aiwzsbijzp,0
train_aiyulxoiob,0
train_aizrlmxmqt,0
train_ajaxovqvip,0
train_ajbzgwcgjx,0
train_ajdejapqfw,0
train_ajhbyercha,0
train_ajherrkvts,0
train_ajhkkljucl,1
train_ajieopbegj,0
train_ajiquuehyd,0
train_ajizjaclzm,0
train_ajjyzfjfva,0
train_ajkdpuhfqw,0
train_ajmbbxvrcf,1
train_ajmbsdfvcd,1
train_ajnthwfipc,0
train_ajnvqiowti,0
train_ajorocsmvo,1
train_ajpzposnge,0
train_ajqendpexe,0
train_ajsfhrotwz,0
train_ajtjzfbbom,0
train_ajtnmzlxxy,1
train_ajtzxwqtuu,0
train_ajwgbmlduh,0
train_ajwhfzamqk,0
train_ajzvfdiatf,0
train_akbgdrdpnv,0
train_akbnmzgkeo,0
train_akbrhffkta,0
train_akcweeomoj,0
train_akfirzlldq,0
train_akfplkuuzv,0
train_akfsjumacs,0
train_akggbmurot,0
train_akggjynelq,0
train_akhftnvzmm,0
train_akhosaqjph,0
train_akkngmqrqa,1
train_akkwqckmro,0
train_akkxngcthj,0
train_aknimlwrxn,1
train_aknjhkadyr,0
train_aknomzatje,2
train_akobofepeo,0
train_akoimaqcnr,0
train_akpgysrnvv,0
train_akqxaqvzjm,0
train_akrklgyqzo,0
train_aksjysgvjr,0
train_aksqycpkgv,0
train_aktnomwspj,0
train_akwwldxlgm,0
train_akxzonuges,0
train_akydocjcxg,0
train_akyhztcxxv,1
train_alabntyfar,0
train_alaqxnaecz,0
train_alattiavti,2
train_albawlbway,0
train_albjbdxtzx,0
train_albxrvqpox,0
train_aldamlawas,0
train_aldvnhbkvf,0
train_alermdqbti,0
train_alijizxxjn,0
train_alijjxwkab,0
train_alinoiullr,0
train_aliovxrppi,0
train_aliqoooyvr,0
train_allfbhvijs,0
train_almruxvlgr,0
train_alonwjhpyo,0
train_alqtxhmecr,0
train_alryrhtemy,2
train_alsbafaljl,0
train_alsozbyidy,0
train_altfqhkzza,0
train_altkzetqwd,0
train_aluepjeifg,0
train_alupcveeja,0
train_alvifytasp,0
train_alvodikwfl,0
train_alwdsejace,0
train_amaxoatgbd,0
train_ambirgqebh,0
train_amceptneox,2
train_amednvnoci,0
train_ameraziift,0
train_amexplqxch,0
train_amfqylkdol,0
train_amfztayree,0
train_amgnyzwojv,0
train_amhglwwfff,0
train_amjyjrmwoh,0
train_amlaotkqda,0
train_ammkuaxhey,1
train_ammwhuxhms,0
train_amnimiuevw,0
train_amnldasoku,0
train_amombovvnv,0
train_amonnemzcw,0
train_ampoctkzba,0
train_ampwyztnax,0
train_amqtsjjkuu,0
train_amsdikhodw,0
train_amthopsvgs,0
train_amustmcthh,0
train_amuxzmaxir,0
train_amvjtllmqa,0
train_amvsdhysqs,0
train_amxthnipyu,0
train_amyukmaxcc,2
train_amzzhqvito,0
train_ancelyraeb,0
train_ancibefkgv,0
train_ancslheyzy,0
train_anctwrummv,0
train_andixzdqqm,0
train_andrgvgojm,0
train_anecuqmyvf,0
train_aneryxgtgy,0
train_angbkkqdgt,0
train_angeheyuhu,0
train_anhlkrkwnt,1
train_aniawajpuw,0
train_anidvytdqu,0
train_anjcoujpdn,0
train_ankpjtbbrf,0
train_ankprjymzs,1
train_annfdcrdxa,0
train_annkxckfwy,0
train_annmzpsauu,0
train_annvtkahcg,2
train_anpulbxfuy,0
train_antkqvtvcg,0
train_antrzrpczx,0
train_antyagscex,1
train_anugtyfsro,0
train_anwejthzxi,0
train_anxaixyood,0
train_anxobawrsv,0
train_anypvmcfwv,0
train_anzsepwsku,0
train_anzvxeqbnx,0
train_aodnttmwkk,0
train_aoehadxdum,0
train_aoelkrgqwx,0
train_aoerspmuem,0
train_aoetoxfihl,0
train_aofkdircxz,0
train_aogfcslrrx,0
train_aoieusjfmb,0
train_aojevqimcg,0
train_aokehbuxwm,2
train_aolzgcszxg,0
train_aondnfpeii,0
train_aoniyqsiod,0
train_aonjyhbuvw,0
train_aonrbfzdki,0
train_aoobablpmv,0
train_aooceklvdb,0
train_aopgmzkkmy,0
train_aoqoolyeuy,0
train_aoqzrqhukw,0
train_aosgdslcdo,0
train_aotqtbdpdt,0
train_aotsrkdcme,0
train_aouhrupvua,0
train_aoupoydcfm,0
train_aouzgueztf,0
train_aovqxhrtpf,0
train_aowzkgbjwq,0
train_aoxtplpeag,0
train_aoxzxqptlm,0
train_aoymzvpzun,0
train_aozezfueto,0
train_apaazxzrqu,0
train_apaeuwjhei,0
train_apajagypgk,0
train_apawgmejen,0
train_apbhusthtk,0
train_apbupttmrz,0
train_apclojnzge,2
train_apdqpbnhmv,0
train_apemrnyktu,0
train_apfupjsdyk,0
train_aphoyekhet,0
train_apkfxitlva,0
train_apmpdrgvsx,0
train_apmsdknnmv,0
train_apmxxjqrog,0
train_apnwyryapg,0
train_apokwwheed,0
train_appnmrhqqi,0
train_aprfdajwfx,0
train_aprfmdxtdz,0
train_aptfycdwxh,0
train_aptwuuquzs,0
train_apvyzgjpsm,0
train_apwqgfznjz,0
train_apwtysuehx,0
train_apxrgptudo,0
train_aqakfwtmax,0
train_aqanohgqct,0
train_aqawwsnoqp,0
train_aqbaxyxltk,0
train_aqdqlqbkes,0
train_aqdssyezwi,0
train_aqeksxlavo,0
train_aqftaenoey,0
train_aqhcwqqdwq,0
train_aqhvkahxbz,0
train_aqkbngyotf,0
train_aqkmxuracd,0
train_aqlodjpfgh,0
train_aqnjjscrrp,0
train_aqnmvsjqjb,0
train_aqobzeyqpf,0
train_aqohnrldxc,0
train_aqqbrrcjts,0
train_aqrklpybpi,0
train_aqrzuadact,0
train_aqsuzirlzx,0
train_aqueavgvpv,0
train_aqvfctnzoi,0
train_aqwhrgdqsh,0
train_aqxbrcxqof,0
train_aqxovwjsuu,0
train_aqymlfmznw,0
train_aqzpsbpnan,0
train_arbchyfmzb,0
train_arcdateloq,0
train_arceaykhag,0
train_aredqgqwaq,1
train_arfkmfjvub,0
train_argtenooyv,0
train_aripxljbqp,0
train_arjdmxvoll,0
train_arjywilvnn,0
train_arkdtcmprs,0
train_arlajfkrpi,0
train_arleshxcku,0
train_arlhpgnsfz,0
train_arllogukho,0
train_arlmkljqov,0
train_armfpwzvzs,1
train_armiepxtuq,0
train_arnkmxtauz,1
train_arotpwvdyz,0
train_aroxuvqvwe,0
train_arpriumquk,0
train_arqyyynvqk,0
train_arraktwtad,2
train_arreobhmzk,0
train_arsmfzrqzb,0
train_artnmhnipf,0
train_artuandszs,0
train_arumusufpf,0
train_arvgxdwooc,0
train_arvoqmsbyr,0
train_arvpomggzp,0
train_arxbwdpfbl,1
train_arxsjolvds,0
train_asbemtbgjz,0
train_asbkoxqgjh,0
train_asbnlxuhlk,0
train_aseccrfgua,0
train_asguduuawg,0
train_ashajcnjux,0
train_ashixdqarn,0
train_asiucxhobu,0
train_askhaezsau,0
train_askqseurwo,0
train_aslbxlzjop,0
train_asqlkwsxho,0
train_asqvigvadr,0
train_asqzjunahj,0
train_assdisrgxv,0
train_asuewdchvq,0
train_asuqhqjpyi,0
train_asurjesylo,0
train_asvcksslow,0
train_asvvpejxqt,0
train_aswgsrquep,0
train_asxnnmtlbs,0
train_asxvmerlic,0
train_asyjflyijd,2
train_asziamomdq,0
train_ataesaftey,0
train_atahfcjvxc,0
train_atbayaxdgu,0
train_atbwxrtugg,0
train_atccvrvrsc,0
train_atcwoljfpi,0
train_atcxwutpbi,0
train_atdcgzwljw,0
train_atdimbyerh,0
train_ateahfljun,0
train_atgirnrewd,0
train_athgkgweos,0
train_atkpiwitpc,0
train_atmasxzpgv,0
train_atnpparsbo,0
train_atoivmkkbt,0
train_atopifvdqn,0
train_atovrxoyuv,0
train_atpqjbouul,0
train_atquvosmor,0
train_atqwovizwp,0
train_atratzpgxk,0
train_atrzmcvfzg,0
train_attggjvvpq,0
train_attrgvrxgk,0
train_atudcfridb,0
train_atumtzysgu,0
train_atvnjaphba,0
train_atvnxbrvno,0
train_atxbbpuajm,0
train_auazfxmpmq,0
train_aubamgaseh,0
train_aubdcdfktf,0
train_auchnbwkvl,0
train_auedawagax,0
train_auesrcojzh,0
train_augdtkodhw,0
train_augyytnwsl,0
train_auhezhnhmg,0
train_auhirelacs,0
train_auiemnroxq,0
train_auinrrznxo,0
train_auiokcvzgh,0
train_auisxbawlp,0
train_aujgxyjgzk,0
train_aulourqbrw,0
train_aulyubgcvg,0
train_aumwdiheyf,2
train_aunkiyzrod,0
train_auojrbubnl,0
train_aupargubfv,0
train_auqgwtufmb,0
train_aurepvmekg,0
train_autafifnxh,0
train_auuzbajyat,0
train_auvrpkdmkb,0
train_auxfaxbalh,0
train_auyhhqoqql,0
train_avaunlvgyv,0
train_avaxleojdc,0
train_avbbhvgzhn,0
train_avbmezdwxy,0
train_avcuosvwjl,0
train_avcyvqgoue,0
train_avfbwtlxnp,0
train_avfjekmxby,0
train_avgvroapwi,0
train_avhdrqrtrh,0
train_avhhpxcgwc,0
train_avhwlndxzs,0
train_aviwfenjpa,0
train_avjdpyocgv,0
train_avjjgcakyh,0
train_avkaovvpcb,0
train_avkdtryiyb,0
train_avmfehzmut,0
train_avnesunalt,0
train_avnnzimwpx,0
train_avnsdyxfeu,0
train_avnvdlqabb,0
train_avogeqfqaf,0
train_avoibnskya,0
train_avokjiqvub,0
train_avonpjgnnf,0
train_avpreqshlk,2
train_avqdzlmglf,0
train_avqvygdoct,0
train_avruzcladl,0
train_avrxqrwrpp,0
train_avsdrkbnbd,0
train_avszcmhowz,0
train_avtpfbrqwk,0
train_avtpkpkpox,0
train_avtukydhkg,2
train_avtxkicmrv,0
train_avtydpolkh,0
train_avuaekplrt,0
train_avwctkagcn,0
train_avwqqxeeyh,0
train_avxahfceqp,0
train_avyfmuihgn,0
train_awabdodznb,0
train_awbfoitrcr,0
train_awbhpdxvdu,0
train_awbkbkycdq,1
train_awbkyboffr,0
train_awbnxqddey,2
train_awcfwxqgzl,0
train_awcmsvcxtb,1
train_awctkpqfwl,1
train_aweijanotx,0
train_awfibjxute,0
train_awfmdpkgqy,0
train_awfumbhpsa,1
train_awfykhscay,0
train_awghikieve,0
train_awhhlzbhpw,0
train_awiebtrxvi,0
train_awiyaclher,0
train_awknbashpd,0
train_awkubhjqsx,0
train_awkwgbxjao,0
train_awlfrbtzzt,0
train_awliezdfmt,0
train_awlmsstckj,0
train_awolljobke,0
train_awozeejhsp,0
train_awrzlezlgx,0
train_awtddmiuwk,0
train_awtgkmkauh,0
train_awtscwthif,0
train_awuibnlfem,0
train_awuvjphsev,0
train_awvqmhjlqy,0
train_awyeudgcya,0
train_awyqoqtvow,0
train_awysqsagux,0
train_axapwjnmnk,0
train_axbtklqkqt,2
train_axdaqxkxvp,0
train_axdcaxhmqw,1
train_axepfhsptt,0
train_axgxiwurkf,2
train_axgzizsdtd,0
train_axheoyjrjq,0
train_axjrlchyui,0
train_axkghgnvls,0
train_axlqfxwwnz,0
train_axlvhyoetn,0
train_axmrhmbrup,0
train_axmrrdfddy,0
train_axozochtmh,0
train_axsyeisevy,0
train_axtreomcjn,0
train_axueaxjwyn,0
train_axxrsybyka,0
train_axxtcsofjd,0
train_axyguxfutc,0
train_axyksmrhli,0
train_axzozjbute,1
train_axztsuvpze,0
train_ayanhubxup,0
train_aybqrcumpg,0
train_aybxyahwzp,0
train_aycubvhzws,0
train_aydjrsvtne,0
train_ayfmgbgpsg,0
train_ayherfczek,0
train_ayhigshjke,0
train_ayhpgaxpya,0
train_ayhpigtbmm,0
train_ayixkbkxli,0
train_ayiyxfvuxt,1
train_ayjhurgjau,0
train_ayjwokuzjf,0
train_aykvjpmxzv,0
train_aymjxmyjui,0
train_aynlveoeva,0
train_aynzsledhn,0
train_ayoilpauwx,0
train_aypjaaigkk,0
train_aysirvnfex,0
train_aysrepnmdp,0
train_ayweoomwhr,0
train_aywoqgbisd,0
train_ayylotqlai,0
train_ayylvjmeze,0
train_ayyywjlnsw,0
train_ayyyymymeb,0
train_ayzelcwziy,0
train_azaieogqor,0
train_azaknidxzi,0
train_azaniwyvkn,0
train_azbhjbsnwj,0
train_azcjfidaqx,0
train_azctqvpira,0
train_azefqhuylw,0
train_azgocacbvl,0
train_azgwozamgi,0
train_azhdoxqvom,0
train_azinefaalu,0
train_azkcsakktg,0
train_azlpphzhjx,0
train_azlufvndxw,2
train_azlyattrny,0
train_azmjniytdc,2
train_aznfqhrlaq,0
train_azoglunnlo,0
train_azojgnlpbq,0
train_azouatzxsb,0
train_azpbsobgra,0
train_azpmosexxr,0
train_azqesaiekl,0
train_azqvnpqbyg,0
train_azrzzqsrml,0
train_azurrbmhzq,0
train_azvjwfrjmu,0
train_azylmqatrh,0
train_azzedqevjy,0
train_azzypvcqxd,2
train_babcjtmpgn,0
train_babutuezri,2
train_bacjztjwvd,0
train_baclebsfrs,0
train_bafxsshawe,0
train_bafydnylwo,0
train_bahhtazusd,0
train_baippjjozf,0
train_bajaecbybl,0
train_bajpphxokq,0
train_baktbndtgj,0
train_balcpzzyzc,0
train_balcuvzslh,0
train_balnctjlng,0
train_baltzmwqls,2
train_bamswpgonw,1
train_banhupttaz,0
train_banmhxozqo,0
train_basdvqikqg,0
train_basqjzpaop,0
train_basxrqnxtj,0
train_batfxlgmxk,0
train_batgjekzdo,0
train_batswbrtix,2
train_bavtperymy,0
train_bawelcyjoz,0
train_bawhoetlam,0
train_baxqofkbei,0
train_bbbabvwuae,0
train_bbbwsumjiw,0
train_bbdmodgolu,0
train_bbfzppyirw,0
train_bbgxkrhtei,0
train_bbgxoafemv,0
train_bbhhhajewd,0
train_bbhkwonqkr,0
train_bbifmwlqri,0
train_bbjhwbkqxs,2
train_bbjrujnxdc,0
train_bbjurlwfwx,0
train_bbjwidjrty,0
train_bbkjzivksg,0
train_bbkugzomwb,0
train_bbmlpihdij,0
train_bbnmvzgmyd,0
train_bbojjxxwer,0
train_bborjpuyqj,0
train_bbpibooesn,0
train_bbqdloplva,0
train_bbqoudcdrx,0
train_bbqtfpfwug,0
train_bbquvuhjqb,0
train_bbrzvohvwu,0
train_bbsoxxriqf,0
train_bbtfpzsqhm,0
train_bbtjvrxfla,0
train_bbtlorznwq,0
train_bbtzduesbx,0
train_bbvpjacvwd,0
train_bbvvgurluz,0
train_bbwqirsncx,0
train_bbwzgefqme,0
train_bbyeogqcsg,0
train_bbymufpund,0
train_bbysfujhoo,0
train_bbzeuipvic,0
train_bbzgtvdbqy,0
train_bbzyjsizxu,0
train_bcaawdwulg,2
train_bcajcxgjrv,0
train_bcgmqhnrnq,1
train_bcguyknqbi,0
train_bchniblxny,0
train_bchseqmxwd,0
train_bckrvyrets,0
train_bcnkknvskt,0
train_bcnzoeufgp,0
train_bcojoydqpx,0
train_bcqbggwdim,0
train_bcqbmrypjm,0
train_bcqmfzsvrx,0
train_bcqylhcqay,0
train_bcrmvpcyjy,0
train_bcryaujfut,0
train_bcsevjlrwj,0
train_bcszclvxkf,0
train_bctbrpbstf,0
train_bctdbyupfr,0
train_bctgfsrfew,0
train_bctvkmkxzu,2
train_bcvjudliyn,1
train_bcvtpuswgb,0
train_bcwhuufneh,0
train_bdagpkpwkp,0
train_bdblsulqzj,0
train_bdbrwhkrau,0
train_bdcecrmauc,0
train_bdcoiykhou,0
train_bddbjtscdh,0
train_bddzggayry,0
train_bdhvtmcaqm,1
train_bdhwpuhlar,0
train_bdihxyequb,0
train_bdivzpqrgz,0
train_bdjebsvlhl,0
train_bdjhfbpizr,0
train_bdjqgmtrtu,0
train_bdjwuhofsw,0
train_bdkakzkpfy,0
train_bdkhooqrsd,2
train_bdkqxjdjlb,0
train_bdkueskpov,0
train_bdkvaqioux,0
train_bdldooicer,0
train_bdpmrvqcqa,0
train_bdqmvpijrf,0
train_bdrzuqnnin,0
train_bdseeuutkm,0
train_bdsyrkujel,0
train_bdthcfzfap,0
train_bduabaxoym,0
train_bdudzstybq,0
train_bdveqruymg,0
train_bdvxpbvmez,0
train_bdvxwamoet,0
train_bdwkcuahnt,0
train_bdxpiahcqj,0
train_bdzsvizjct,0
train_bdzyupmxnt,0
train_beahtspoba,0
train_bebkrlsjnz,0
train_bedahljriv,0
train_bedleltxqu,0
train_beesjaracc,0
train_befwgkgjnn,0
train_begebsqylr,0
train_begkkluhqu,0
train_behaeqsgbh,0
train_beivcpmjwx,0
train_beiwgjzszl,0
train_bejygxtwhj,0
train_bekmkpskaq,0
train_bekprhletr,1
train_bekvwqjnwl,0
train_benhiqxetr,0
train_bensjmwujc,0
train_benvjuqfdv,0
train_beotrnjqzl,0
train_bepbjccdng,0
train_bepqxhbntt,0
train_beretgnuef,0
train_berljpwoxl,0
train_berxooeiuq,0
train_besxfiqeqg,0
train_beuecavqcx,0
train_bevpfaduop,2
train_bewobhdodp,0
train_bewtkctecw,0
train_bexdqohinw,0
train_bexxjqxzjx,0
train_bezemxlbie,0
train_bezisdbtce,0
train_bezrtsbclj,0
train_bezzzyqyqw,0
train_bfaawqanon,0
train_bfaobjnugc,0
train_bfaweswvwp,0
train_bfbdzyjhdb,0
train_bfbrvvxvor,0
train_bfcggikdgw,0
train_bfcmvytvfn,0
train_bfczdyosei,0
train_bfdgaadcjv,0
train_bfehkyxbjv,0
train_bfennnztwl,0
train_bfesakclrv,0
train_bffcnmhubq,0
train_bffgfgnwra,0
train_bffpgdbbcq,0
train_bfgvbrpkvt,0
train_bfhyoridgb,0
train_bfimpocjai,0
train_bfipnivwuf,0
train_bfjbapwtpm,0
train_bfjpkzxjdy,0
train_bflgywnmah,0
train_bfmonytxux,0
train_bfogqbnlii,1
train_bfoonwwrtw,0
train_bfruuvjyez,0
train_bfvxddrqon,0
train_bfwbukyymm,0
train_bfwwmyahil,0
train_bfwycwufmz,0
train_bfwzuaqgsi,0
train_bfxhoqogkd,0
train_bfyfghqzgo,0
train_bfyoogbnop,0
train_bfzfoekxjq,0
train_bfzmwhmrap,0
train_bgainvzckm,0
train_bgawkdhmod,0
train_bgbujkdvtz,0
train_bgbwtvuenv,0
train_bgdwvjyisu,0
train_bgeaobtvus,0
train_bgedmvcvzf,0
train_bgegkdjbjh,0
train_bgfiwazrbw,0
train_bgfyehhxoq,0
train_bggjkucqfd,0
train_bgiwlwidmk,0
train_bgjwsxkzty,0
train_bglsvcxniy,0
train_bgmqobdorv,0
train_bgoyriahjz,0
train_bgpihyqmkr,1
train_bgposeunmz,0
train_bgptggnmra,0
train_bgqsjfohau,0
train_bgqvikzido,0
train_bgshbqbnpb,0
train_bguhxntbbe,0
train_bgukcztzxs,0
train_bgutclqeyj,0
train_bgxjtderib,0
train_bgxldycomt,0
train_bgzooqxqhl,1
train_bhadvduxee,0
train_bhbpwychvp,2
train_bhbtazgxvi,0
train_bhcjpychxx,0
train_bhcpteivvh,0
train_bhcsclxeri,0
train_bhdzwivgor,2
train_bheyaumdno,0
train_bhgcoytozg,0
train_bhhkekeyxv,0
train_bhhknqwwcu,0
train_bhiooqzyiu,0
train_bhjcwqwywk,1
train_bhjngpmivm,0
train_bhkcnyimhf,0
train_bhkgqlixvj,0
train_bhkkhrqopn,0
train_bhmcgwvmvo,0
train_bhmdacwcwu,0
train_bhmgstdepc,0
train_bhmjnhxrij,0
train_bhnlthqiql,0
train_bhnzitioec,0
train_bhoqfajntk,0
train_bhqbegqqca,0
train_bhqqoyifva,0
train_bhrewfjngw,0
train_bhsrokpizf,0
train_bhsszdsvun,0
train_bhvweesgxp,0
train_bhwtubeygy,0
train_bhxsgwlpog,0
train_bhyikkzuyt,0
train_bhyngjrgcg,2
train_bhyzgmdbav,0
train_biacnuscdl,0
train_bieqwirqag,0
train_bigjqmufph,0
train_bihbfhwnxc,0
train_bihsuilewr,0
train_bijmolxncc,1
train_bijnkpiksx,0
train_bijrcxxeaz,0
train_bikgfobvwx,0
train_bilbllzjfm,0
train_bilccyglzh,0
train_bilpsxqzna,0
train_binhxfmijy,0
train_bioarvyqkr,0
train_biokmrxlbn,0
train_biorpkfpvx,0
train_bipjrvpewz,0
train_biqclsydbb,0
train_biqoqjtdtq,0
train_biqpbhlxry,0
train_birfgtqsre,2
train_birllcqeut,0
train_birmembigd,1
train_bisguzrfri,0
train_bisnkfbsam,0
train_biudtmualr,0
train_biuobmejws,0
train_biutqlbpnr,0
train_biuvyoaknc,0
train_bivawfickj,0
train_biymbyrudp,0
train_bizcnkhluu,1
train_biznfbqnbi,0
train_bjadwrnfdr,0
train_bjahipladc,0
train_bjasizdzms,0
train_bjaxsbwqgj,0
train_bjcpfucriv,0
train_bjcylgvyrd,0
train_bjdbaymcsw,0
train_bjdfmtbcck,1
train_bjdjvxlmvj,0
train_bjeeppxzys,0
train_bjeiaoywws,1
train_bjezejdoan,0
train_bjfivbkaqs,0
